time,xmin,ymin,xmax,ymax,confidence,class
1683463842.2836933,0.001613867236301303,0.022016175091266632,0.2440958023071289,0.8673625588417053,0.3045623004436493,person
1683463843.5483987,0.0015394449001178145,0.022000502794981003,0.24277624487876892,0.8608434796333313,0.35742008686065674,person
1683463844.5988915,0.0014948726166039705,0.022704314440488815,0.24497966468334198,0.8652971386909485,0.316642165184021,person
1683463846.3707607,0.0017082691192626953,0.01855144463479519,0.24409759044647217,0.860758364200592,0.4071580469608307,person
1683463847.5687935,0.002293360186740756,0.02743660658597946,0.24220208823680878,0.8594529032707214,0.31086409091949463,person
1683463848.7971723,0.002423703670501709,0.028048578649759293,0.24633188545703888,0.8629612326622009,0.35110703110694885,person
1683463849.9254103,0.0019054294098168612,0.02336527593433857,0.2446366250514984,0.8633502125740051,0.3934214413166046,person
1683463851.0485218,0.0020038248039782047,0.018519338220357895,0.24483557045459747,0.8563579320907593,0.2766762971878052,person
1683463852.1613574,0.001993167446926236,0.02901620790362358,0.2457600086927414,0.8629343509674072,0.3712364733219147,person
1683463852.1613574,person,0.044605620205402374,0.17116676270961761,0.2672005891799927,0.27514007687568665,person
1683463854.1845968,0.0017755985027179122,0.021788502112030983,0.2457185685634613,0.8539652228355408,0.4093739688396454,person
1683463855.1297126,0.0021492361556738615,0.02820619009435177,0.24714183807373047,0.8626480102539062,0.3452349603176117,person
1683463855.1297126,0.0003644227981567383,0.03720422461628914,0.18887126445770264,0.27986735105514526,0.3105729818344116,person
1683463856.268598,0.0023645758628845215,0.025617917999625206,0.24558134377002716,0.8605750799179077,0.38478681445121765,person
1683463857.5013678,0.00195810804143548,0.022589970380067825,0.24649962782859802,0.8659440875053406,0.3819730281829834,person
1683463857.5013678,0.0017773627769201994,0.024953754618763924,0.20776931941509247,0.27835527062416077,0.3067701756954193,person
1683463858.6379583,0.0015695929760113358,0.027878442779183388,0.24478626251220703,0.8572194576263428,0.4428154230117798,person
1683463859.653405,0.00189123151358217,0.015827368944883347,0.24670466780662537,0.864698052406311,0.4837796986103058,person
1683463861.4112701,0.0022511600982397795,0.012314478866755962,0.24334688484668732,0.8523679971694946,0.3001975119113922,person
1683463861.4112701,0.005875504110008478,0.030887674540281296,0.21804770827293396,0.28999823331832886,0.26058754324913025,person
1683463862.363587,0.010531151667237282,person,0.22900886833667755,0.29466360807418823,0.28731846809387207,person
1683463863.549603,0.00040448905201628804,0.004069487098604441,0.3363485634326935,0.8681990504264832,0.79656583070755,person
1683463864.7945108,person,0.006612841505557299,0.3142414391040802,0.8711314797401428,0.6735913753509521,person
1683463865.8704226,0.0006391763454303145,0.0938260406255722,0.41539695858955383,0.885134756565094,0.7962746024131775,person
1683463865.8704226,0.0001843869686126709,0.10596737265586853,0.16191214323043823,0.2533677816390991,0.4949992895126343,person
1683463867.0992246,0.0009624600643292069,0.026678498834371567,0.3524540364742279,0.8584281206130981,0.7999752759933472,person
1683463868.1241038,0.001046210527420044,0.06771419197320938,0.16060508787631989,0.26146772503852844,0.35062721371650696,person
1683463869.0753074,person,0.10463400185108185,0.40056008100509644,0.8671207427978516,0.7245103716850281,person
1683463870.3233433,0.001059758709743619,0.10167570412158966,0.32489773631095886,0.8640395998954773,0.794644296169281,person
1683463871.2648869,0.0013476371532306075,0.0012022336013615131,0.22684234380722046,0.47109106183052063,0.5803664922714233,person
1683463872.5704043,0.004874455742537975,person,0.22918181121349335,0.4911399781703949,0.3698168396949768,person
1683463873.684266,0.004831790924072266,0.022972647100687027,0.23273561894893646,0.8691224455833435,0.33206263184547424,person
1683463874.5910134,0.004561412148177624,0.014662996865808964,0.23319073021411896,0.8741762042045593,0.4268632233142853,person
1683463875.5475526,0.002489745616912842,0.0006913820980116725,0.22679008543491364,0.48000428080558777,0.5357176661491394,person
1683463876.57027,0.0010167002910748124,0.012637774460017681,0.24518947303295135,0.5345120429992676,0.5903176665306091,person
1683463877.6527555,person,0.0253665279597044,0.32860320806503296,0.8779800534248352,0.6380123496055603,person
1683463878.7064278,0.0003524780331645161,0.09210014343261719,0.28827592730522156,0.889396071434021,0.5011826157569885,person
1683463879.888166,0.00034068821696564555,0.02602252922952175,0.34391868114471436,0.8797548413276672,0.8748219609260559,person
1683463882.0174131,0.0013989806175231934,0.03199860081076622,0.33937954902648926,0.8812707662582397,0.8869619369506836,person
1683463883.220511,0.0003091573598794639,0.029844602569937706,0.33862218260765076,0.8889628052711487,0.8780295848846436,person
1683463884.1633737,0.002996730851009488,0.030793126672506332,0.2882629632949829,0.8744560480117798,0.8405113816261292,person
1683463885.2387598,0.001329183578491211,0.016557471826672554,0.25308457016944885,0.8812214136123657,0.7807419300079346,person
1683463886.3337452,0.0010913610458374023,0.006253655534237623,0.25360992550849915,0.8798616528511047,0.7273960709571838,person
1683463887.3137975,0.0008293866994790733,0.010749689303338528,0.25213557481765747,0.8837287425994873,0.6842156648635864,person
1683463888.501987,0.0011674046982079744,0.0189627967774868,0.24966119229793549,0.8825085163116455,0.8108891248703003,person
1683463889.52542,0.0004985571140423417,person,0.24832065403461456,0.8849732279777527,0.7016198039054871,person
1683463890.5559418,0.0007929921266622841,person,0.2466701865196228,0.8888470530509949,0.6251634955406189,person
1683463891.5861213,4.8363210225943476e-05,0.023668671026825905,0.24489673972129822,0.8756723999977112,0.5719912648200989,person
1683463893.8217568,0.0003340363618917763,person,0.25300827622413635,0.882638156414032,0.7465847134590149,person
1683463895.0188444,7.07626313669607e-05,0.022401142865419388,0.24828265607357025,0.8726747632026672,0.601643979549408,person
1683463896.0867712,0.0004515409527812153,0.00347162876278162,0.2513377070426941,0.8930495977401733,0.758650004863739,person
1683463899.1297505,0.00031850338564254344,0.004075558856129646,0.248988077044487,0.8842266798019409,0.707909882068634,person
1683463900.6365142,0.00015482903108932078,0.004548072814941406,0.2512613534927368,0.8867815136909485,0.770077645778656,person
1683463901.6983733,0.0010949730640277267,0.009040769189596176,0.24893999099731445,0.8757691383361816,0.7876400947570801,person
1683463902.7583926,0.0007924794917926192,0.008235613815486431,0.2509079873561859,0.8778440356254578,0.8080655336380005,person
1683463904.0429041,0.0009650588035583496,0.00312658934853971,0.2496383637189865,0.875832736492157,0.7747061848640442,person
1683463905.3685772,0.0005486964946612716,0.005042902659624815,0.25050151348114014,0.8747091889381409,0.7448581457138062,person
1683463906.3130434,0.0006565690273419023,0.004147052764892578,0.25180062651634216,0.8842772245407104,0.7542045712471008,person
1683463907.3861077,0.0002575874386820942,0.005179436877369881,0.25091877579689026,0.8804414868354797,0.7440957427024841,person
1683463908.3087163,0.0004244089068379253,0.0007891654968261719,0.25385209918022156,0.8864314556121826,0.7569707632064819,person
1683463909.5512054,0.0006440162542276084,0.0029677709098905325,0.24990424513816833,0.8832218647003174,0.7488290667533875,person
1683463910.4712174,0.00045409201993606985,0.014190610498189926,0.2500684857368469,0.8802168965339661,0.7519206404685974,person
1683463911.6102076,0.0006674647447653115,0.015005716122686863,0.2536900043487549,0.8797997832298279,0.7611798048019409,person
1683463912.8370838,0.00016155242337845266,0.012284819036722183,0.25325578451156616,0.8785995244979858,0.6220030784606934,person
1683463913.863429,0.00036385058774612844,person,0.24968236684799194,0.8773412108421326,0.6742855310440063,person
1683463914.7393427,0.00030313729075714946,person,0.2506444454193115,0.8856790065765381,0.7586929798126221,person
1683463915.7600343,0.000525867915712297,person,0.2513011395931244,0.8884904980659485,0.7294808626174927,person
1683463916.9915087,0.0010532618034631014,0.02106447145342827,0.25324490666389465,0.8819414377212524,0.7190566658973694,person
1683463918.5785663,5.9747697378043085e-05,0.0009570121765136719,0.22999395430088043,0.2497139722108841,0.6913026571273804,cat
1683463918.5785663,2.498626781743951e-05,0.07306219637393951,0.2458474338054657,0.8379793167114258,0.2712050676345825,person
1683463919.5807056,person,person,0.210846945643425,0.24474017322063446,0.6225062012672424,cat
1683463920.4795344,person,0.023140588775277138,0.24472415447235107,0.8468902707099915,0.4327160716056824,person
1683463921.5143688,0.0002480149269104004,0.0013073523296043277,0.19922849535942078,0.2385726124048233,0.3369540274143219,person
1683463922.7679486,person,person,0.20239058136940002,0.2406166046857834,0.4504377543926239,person
1683463922.7679486,0.0011697768932208419,0.06056162342429161,0.2436208873987198,0.8474626541137695,0.3106357753276825,person
1683463925.0718718,person,person,0.20307621359825134,0.23223622143268585,0.30058348178863525,cat
1683463925.9505334,3.553628994268365e-05,0.015942955389618874,0.24175581336021423,0.8561296463012695,0.3530794382095337,person
1683463927.010739,0.00017704963102005422,0.031585533171892166,0.24582421779632568,0.8430280089378357,0.2995859980583191,person
1683463928.194224,0.00024218558974098414,0.020697085186839104,0.24390575289726257,0.8478561639785767,0.439973384141922,person
