time,xmin,ymin,xmax,ymax,confidence,class
1683463929.052032,0.0002386093110544607,0.017535051330924034,0.2442568987607956,0.8517131805419922,0.3678148686885834,person
1683463930.0872815,person,person,0.19854620099067688,0.24302469193935394,0.37523868680000305,person
1683463930.0872815,0.0005749225383624434,0.035280514508485794,0.2464464008808136,0.8448604345321655,0.2636767029762268,person
1683463931.2336388,person,person,0.20637907087802887,0.24326832592487335,0.3753553032875061,person
1683463931.2336388,0.00046644211397506297,0.043325457721948624,0.24616174399852753,0.8456559181213379,0.2823925316333771,person
1683463933.5256722,0.0009546875953674316,0.021384429186582565,0.24846825003623962,0.8517570495605469,0.5602293014526367,person
1683463935.4906375,0.0020309090614318848,0.042702898383140564,0.3022160530090332,0.860561192035675,0.7598058581352234,person
1683463937.5511036,person,0.0060288431122899055,0.3684226870536804,0.8604640960693359,0.8121170997619629,person
1683463939.4500163,person,0.006684938911348581,0.45686233043670654,0.8680352568626404,0.7244974374771118,person
1683463940.503194,0.23370502889156342,person,0.8270812034606934,0.9750611186027527,0.4380618929862976,person
1683463940.503194,0.7541940808296204,0.003578281495720148,bicycle,0.6806108951568604,0.2688586711883545,person
